country,age,tenure,balance,products_number,active_member,churn
France,43,4,152341.55,1,0,0
France,36,7,120026.98,2,1,0
Spain,33,9,132168.28,1,0,0
Germany,43,6,85200.82,2,1,0
Spain,53,1,84903.33,2,1,0
France,32,0,0.0,2,0,0
France,20,4,0.0,1,1,0
Spain,40,8,0.0,1,0,0
France,30,9,121535.18,1,0,0
Spain,35,6,116662.96,2,1,0
France,60,8,0.0,2,1,0
Germany,49,6,124829.16,1,1,0
Spain,36,2,155180.56,2,0,0
Germany,32,1,108262.87,1,1,0
Spain,40,4,0.0,2,0,0
France,38,5,0.0,2,0,0
Spain,48,2,0.0,1,1,1
Germany,38,6,99812.88,2,1,0
France,35,2,132164.26,1,1,0
Germany,45,10,103583.05,1,0,1
Germany,39,4,142406.43,2,0,0
Spain,38,7,99842.5,2,0,1
France,41,5,0.0,2,1,0
France,41,9,0.0,1,0,0
France,39,5,81042.42,1,1,0
France,48,5,0.0,1,0,1
France,40,6,0.0,2,1,0
France,53,4,199689.49,1,1,1
France,33,1,142645.43,1,0,0
Spain,75,5,0.0,2,1,0
Germany,45,3,110219.14,1,0,1
Spain,51,3,0.0,2,1,0
France,25,3,0.0,2,0,0
Spain,32,4,0.0,2,0,0
France,45,7,142072.02,1,0,0
France,25,6,0.0,2,0,0
Germany,33,8,149564.61,1,0,0
France,43,9,0.0,2,0,0
Germany,37,8,153366.13,1,1,0
France,21,6,76467.16,1,1,0
France,26,9,121508.28,1,1,0
Spain,27,1,0.0,1,1,0
Spain,36,8,73211.12,2,0,1
France,22,9,0.0,2,0,0
France,55,1,0.0,2,1,0
Spain,38,0,92674.94,2,0,0
Spain,52,3,96196.24,4,0,1
Germany,36,1,114391.62,1,1,0
Germany,32,9,80262.66,1,0,0
Spain,33,7,173331.52,1,0,0
Spain,35,7,147285.52,1,1,0
Spain,67,5,119785.47,2,1,0
Spain,36,1,140137.15,1,0,0
Germany,52,6,107467.56,1,0,1
Germany,37,8,98218.04,2,0,1
Germany,35,2,133607.75,1,1,0
France,37,3,0.0,2,1,0
France,38,8,95139.41,1,1,0
France,29,3,0.0,2,1,0
Spain,42,5,0.0,2,0,0
France,37,6,0.0,2,0,0
Germany,26,1,97331.19,1,0,0
Germany,37,2,139265.63,2,1,0
France,31,9,0.0,1,1,0
Spain,34,5,168094.01,1,0,0
Germany,30,5,131563.88,2,0,0
France,44,3,0.0,2,0,0
France,50,9,0.0,2,0,0
France,31,3,0.0,1,1,0
Germany,47,7,107363.29,1,1,0
France,33,2,94493.03,1,1,0
Germany,29,9,170214.23,2,0,0
France,52,6,139781.06,1,0,1
France,35,7,0.0,2,0,0
Spain,26,8,148610.41,3,1,1
France,73,2,170241.7,2,1,0
France,33,1,128306.83,1,1,0
France,47,7,0.0,2,1,0
France,35,3,0.0,1,1,0
Germany,32,7,175454.0,1,1,0
Spain,41,6,0.0,2,0,0
France,22,0,100885.93,2,1,0
France,69,9,93320.8,1,1,0
Germany,38,6,63176.44,2,1,0
France,33,2,139451.67,1,0,0
France,52,8,49113.75,1,0,0
Germany,32,1,123906.22,3,1,1
France,40,6,0.0,2,1,0
France,28,7,0.0,2,0,0
Germany,52,1,131441.51,1,0,1
France,56,2,0.0,1,0,1
France,57,6,136325.48,2,1,1
Germany,38,4,113150.44,2,0,1
Spain,42,9,0.0,1,0,0
France,33,4,0.0,2,1,0
Germany,46,8,102785.16,1,1,0
Spain,34,6,83264.28,1,0,0
Germany,41,4,72252.64,2,1,0
Germany,29,6,148051.52,1,0,0
France,76,9,138489.66,1,1,0
France,63,8,0.0,2,1,0
France,32,6,111589.33,1,1,0
Germany,39,0,122104.79,1,0,1
Germany,32,4,96106.83,1,1,0
Germany,42,7,115930.87,1,0,0
Germany,37,7,124513.66,2,0,0
France,54,9,0.0,1,0,1
Spain,46,8,0.0,1,0,0
France,33,7,0.0,1,1,1
Spain,35,8,100988.39,2,0,0
France,44,10,118577.24,1,1,0
Spain,28,6,0.0,2,0,0
France,27,5,0.0,2,1,0
France,39,2,0.0,1,1,1
Spain,28,5,0.0,2,1,0
Spain,26,9,0.0,2,1,0
France,42,9,113311.11,1,1,0
France,41,9,0.0,1,0,0
France,32,7,0.0,2,0,0
Germany,20,4,124365.42,1,0,1
France,42,1,147249.29,2,1,0
France,36,7,103688.19,1,1,0
France,29,1,138740.24,2,0,0
Spain,39,4,111900.14,1,1,0
Spain,37,0,152760.24,1,1,0
Germany,31,7,143966.3,2,1,1
France,51,10,141556.96,1,0,0
France,43,6,0.0,2,1,0
France,33,5,0.0,2,0,0
France,46,1,0.0,1,1,0
France,30,8,0.0,2,0,0
France,41,10,0.0,1,1,1
France,29,2,0.0,2,1,0
France,25,9,162560.32,1,0,0
Germany,29,7,123229.46,1,0,0
Spain,31,7,76665.71,2,1,0
France,38,9,140278.99,3,1,1
France,51,3,0.0,2,1,0
France,46,1,115764.32,2,0,0
Germany,36,5,131142.53,2,0,0
France,45,5,68375.27,1,0,1
Germany,39,5,117833.3,3,0,1
Spain,36,7,0.0,2,1,0
France,34,7,0.0,2,0,0
France,45,7,0.0,1,1,1
Spain,30,2,111093.01,1,0,0
Spain,42,9,132657.55,1,0,0
France,56,9,128882.49,1,1,1
Germany,59,9,69129.59,1,1,0
France,37,6,0.0,2,1,0
France,39,4,121404.64,1,1,0
Spain,45,9,131355.3,3,0,1
France,35,1,102097.33,1,1,0
France,40,1,154863.15,1,1,0
Spain,41,3,99945.93,2,0,0
Germany,39,2,121704.32,2,0,0
Spain,43,3,0.0,2,0,0
Germany,35,8,138782.76,1,1,0
France,35,9,0.0,2,1,0
France,30,8,136291.71,1,0,0
Germany,42,0,107856.57,2,0,0
Germany,26,1,108348.66,1,0,1
France,47,1,93871.95,3,0,1
Spain,45,1,0.0,1,0,1
Germany,19,2,125860.2,1,0,0
France,49,8,172713.44,1,0,0
France,51,5,0.0,2,1,0
Spain,59,8,0.0,1,1,0
France,39,3,130786.92,1,1,0
France,29,2,112367.34,1,0,0
Spain,45,7,91091.06,2,0,0
France,26,7,106198.5,1,1,0
France,47,5,142669.93,2,0,0
France,33,1,112833.35,1,1,0
France,40,5,0.0,2,1,0
Spain,43,4,0.0,2,1,0
Germany,32,2,104336.43,2,0,0
France,55,6,104305.74,1,1,0
Germany,47,5,140187.1,2,1,0
France,39,4,0.0,2,0,0
France,45,1,114959.12,1,0,1
France,33,5,164704.38,1,1,1
France,62,10,119096.55,1,1,0
France,31,1,0.0,2,1,0
France,47,2,0.0,1,0,1
Spain,30,8,0.0,1,0,0
France,41,9,115465.28,1,0,0
France,27,4,0.0,2,0,0
Spain,43,3,184926.61,1,0,0
Germany,43,8,85957.88,2,0,0
France,32,10,114084.6,1,1,0
Spain,29,2,166930.76,2,0,0
France,27,8,0.0,1,0,0
France,29,7,0.0,2,1,0
France,38,6,107193.82,2,0,0
France,36,3,116275.12,1,1,0
Spain,27,7,0.0,2,1,0
France,39,2,91068.56,1,0,0
Germany,41,5,123049.21,1,1,0
France,39,6,0.0,2,1,0
France,40,7,0.0,2,0,0
France,42,3,137781.65,1,0,0
Germany,48,2,108128.96,2,1,0
Spain,39,10,105317.73,2,0,0
France,20,1,80569.73,1,0,0
France,22,4,174852.89,1,1,0
Spain,45,3,89158.94,3,0,1
France,85,10,0.0,2,1,0
France,36,2,89800.14,1,1,0
Germany,45,9,101207.75,1,0,1
France,43,1,106086.42,2,0,0
France,21,1,0.0,2,1,0
France,47,9,0.0,2,0,0
Spain,26,8,101440.36,2,1,0
France,38,4,0.0,2,0,0
France,34,7,106603.74,2,1,0
Germany,29,10,130420.2,2,0,0
France,38,1,0.0,1,0,0
Spain,29,2,45022.23,1,1,0
Germany,27,1,74298.43,1,1,0
Germany,31,3,133003.03,1,1,1
Spain,48,7,0.0,2,1,0
Spain,37,1,136689.66,1,0,0
France,32,4,0.0,2,1,0
France,44,5,0.0,2,1,1
France,53,1,102520.37,1,1,0
France,35,2,0.0,2,1,0
France,34,5,0.0,2,0,0
Spain,67,1,88382.01,1,1,0
France,44,4,115049.15,2,0,0
France,58,1,104796.54,1,1,0
France,33,1,123082.08,1,0,0
Spain,58,8,0.0,2,1,0
France,33,8,0.0,2,0,0
France,43,7,0.0,2,1,0
Germany,33,3,88311.48,2,1,0
France,40,9,0.0,3,1,0
France,32,7,71872.19,1,1,0
Spain,35,6,110046.93,2,0,0
France,42,8,104430.08,1,1,0
France,28,5,0.0,2,0,0
Germany,31,10,138653.51,1,0,0
France,31,7,102575.04,1,1,0
France,43,7,137780.74,2,1,1
Spain,32,2,0.0,2,0,0
France,32,7,0.0,2,1,0
France,30,8,105209.54,1,0,0
Germany,32,0,109570.21,2,1,0
Germany,44,6,118715.86,1,0,1
France,35,10,0.0,2,1,0
Germany,43,2,153393.18,2,1,0
Germany,33,6,132603.36,1,0,0
Spain,36,6,0.0,2,1,0
Germany,34,1,129398.01,2,0,0
Spain,28,3,0.0,2,0,0
France,29,2,151352.74,1,0,0
France,44,5,136836.49,1,0,1
France,40,4,91592.06,1,0,1
France,30,8,0.0,2,0,0
France,54,3,0.0,1,0,1
France,22,8,0.0,2,1,0
France,36,2,165536.28,2,1,0
Germany,25,5,62482.95,1,1,0
France,40,8,68155.59,1,0,0
Spain,43,3,55853.33,2,1,1
France,37,2,0.0,2,1,0
France,31,2,79589.43,1,0,0
Spain,41,5,100880.76,1,1,0
Germany,25,3,174330.35,2,0,0
France,19,7,143390.51,1,0,0
Germany,59,8,91415.76,1,0,1
Germany,30,3,134366.42,1,0,0
France,24,3,0.0,2,1,0
Spain,60,8,88786.81,1,1,0
Germany,35,3,96814.46,2,1,0
Germany,32,9,160680.41,1,0,0
France,29,3,0.0,2,0,0
France,47,10,0.0,2,0,0
Germany,31,5,145537.21,1,0,0
France,28,4,0.0,2,1,1
France,45,6,0.0,2,1,0
Spain,30,2,119370.11,1,1,1
Spain,28,1,0.0,2,1,0
Germany,47,10,134381.52,1,0,1
Germany,74,8,114888.74,2,1,1
Germany,42,1,149332.48,2,0,0
France,40,7,105061.74,3,0,1
France,32,7,0.0,2,1,0
France,40,10,0.0,1,1,1
France,21,4,0.0,1,1,0
France,39,7,155062.8,1,1,0
Spain,43,3,88798.34,1,0,0
France,33,6,0.0,2,0,0
Germany,51,5,143139.87,1,0,1
Spain,23,7,0.0,2,0,0
Germany,27,3,107027.52,1,0,0
France,29,4,140720.93,1,0,0
France,30,8,80964.57,2,0,0
France,39,6,178585.46,1,0,1
Spain,26,4,135889.13,1,1,0
France,43,7,134919.85,1,0,0
Germany,33,8,115130.34,1,0,1
Spain,34,6,138190.13,2,1,0
Germany,37,9,131519.49,2,1,0
Spain,56,5,0.0,1,0,1
Germany,39,3,126935.98,2,1,0
France,39,4,133707.09,1,1,0
France,27,1,97893.2,1,0,0
France,34,5,127900.03,1,0,0
France,37,10,143835.47,1,1,0
France,44,0,0.0,2,1,0
France,48,10,0.0,1,0,1
France,60,2,0.0,1,1,1
France,40,3,129596.77,1,1,0
Spain,30,4,0.0,2,0,0
Germany,24,2,110407.44,2,0,1
France,76,7,0.0,2,1,0
Germany,41,8,142015.76,2,0,0
Spain,55,1,81370.07,1,1,0
Germany,48,2,69329.47,1,0,1
France,28,8,116755.5,2,1,1
Spain,44,6,83870.33,1,0,0
France,39,6,130694.89,2,1,1
Spain,34,8,117451.47,1,0,0
Germany,35,9,206868.78,2,1,0
France,39,3,111695.62,1,0,0
France,40,9,137285.26,4,0,1
France,29,6,149218.39,1,1,0
France,51,7,0.0,2,1,0
Spain,32,7,0.0,2,1,0
Germany,41,8,130701.29,1,0,1
Spain,34,5,0.0,2,0,0
France,31,3,167949.48,1,0,0
France,23,4,131254.81,1,0,0
France,28,5,0.0,2,1,0
Spain,34,9,0.0,2,1,0
Spain,34,7,86656.13,1,1,0
Germany,37,8,114737.26,1,1,1
France,38,5,0.0,2,0,0
France,39,6,0.0,1,0,0
Germany,62,4,119817.33,1,1,1
France,48,7,130806.99,2,1,1
France,49,0,0.0,1,1,1
Spain,40,5,0.0,2,0,0
Germany,35,2,80931.75,1,0,1
France,56,3,0.0,3,1,1
Germany,32,1,132178.67,1,0,0
France,27,3,0.0,2,0,0
Spain,43,6,0.0,2,1,0
France,35,7,164769.02,3,0,1
Germany,29,1,107233.85,2,0,0
France,27,7,176227.07,2,1,0
France,39,4,109949.39,2,1,0
France,34,5,0.0,2,1,0
France,60,10,117738.81,1,0,1
Spain,37,9,133292.45,1,0,0
France,43,1,160474.59,1,1,0
France,43,6,0.0,2,0,0
Germany,55,9,154393.43,1,1,1
Germany,45,9,110827.49,1,1,1
Germany,36,10,145750.45,2,1,0
Spain,45,8,109044.3,1,1,0
France,32,4,75170.54,1,1,0
France,42,2,0.0,2,0,0
France,28,6,105795.9,1,1,0
France,32,5,0.0,2,0,0
Spain,66,8,0.0,2,1,0
France,49,1,0.0,1,0,1
France,26,3,118097.87,1,0,0
Germany,29,0,172693.54,1,0,0
France,36,4,129440.3,2,0,0
Spain,36,4,0.0,2,0,0
France,23,1,96471.2,1,0,0
France,46,1,0.0,1,1,1
Spain,24,4,140197.18,1,1,0
France,20,6,0.0,2,0,0
France,33,4,135946.26,1,0,0
France,69,3,0.0,2,1,0
Germany,50,3,81290.02,3,1,1
France,42,8,0.0,1,0,1
Germany,60,9,113715.36,1,0,1
Spain,56,2,168883.08,1,1,0
Germany,36,8,143421.74,1,0,0
France,26,7,153644.39,1,1,0
Spain,53,1,109330.06,1,1,0
Germany,27,1,115095.88,2,0,0
France,35,10,0.0,1,1,1
Spain,46,1,183276.32,1,1,0
France,33,9,68193.72,1,0,0
France,32,8,0.0,2,0,0
Germany,31,6,139729.54,1,1,0
Spain,56,4,98365.33,1,1,0
France,36,10,0.0,2,0,0
Germany,37,10,122453.97,2,1,0
Germany,30,7,132174.41,2,0,0
Spain,24,2,0.0,2,1,0
France,30,1,0.0,2,0,0
Spain,39,2,104349.45,1,0,0
Germany,41,2,138881.04,1,0,1
Germany,32,0,116968.91,1,0,0
Germany,35,1,105346.03,2,1,0
France,26,9,136623.19,1,0,0
France,29,10,0.0,2,1,0
France,66,5,0.0,1,0,1
France,33,6,0.0,2,1,0
France,36,6,124445.52,1,0,0
France,34,5,68999.66,2,1,0
Spain,36,6,85768.42,1,1,0
France,47,1,0.0,1,0,1
Spain,34,9,100628.0,2,1,0
Spain,32,0,0.0,1,1,0
Spain,38,7,0.0,2,1,0
France,54,6,0.0,1,0,1
Spain,19,6,0.0,2,0,0
France,50,0,125647.36,1,0,1
Germany,31,8,100375.39,1,1,0
France,36,10,0.0,1,0,0
France,24,7,171922.72,1,1,0
Germany,32,2,146810.99,2,1,0
Germany,45,3,109032.23,1,1,1
France,57,6,0.0,1,0,1
Spain,25,7,0.0,1,0,0
France,35,5,128653.59,1,0,0
France,37,3,80387.81,1,1,0
France,58,8,0.0,2,1,1
Germany,43,0,108508.82,3,0,1
France,31,10,155978.17,1,0,0
France,38,5,0.0,1,1,0
Germany,50,4,121175.56,1,0,1
France,29,4,89349.47,2,0,0
Spain,38,7,86131.71,2,0,0
France,58,3,102346.86,1,1,0
Germany,36,7,121263.62,1,1,0
France,31,2,0.0,2,0,0
Spain,33,2,0.0,1,0,1
France,51,3,0.0,2,1,0
Germany,48,6,149726.08,1,0,1
France,43,2,0.0,2,0,1
France,35,5,161274.05,2,0,0
France,33,2,0.0,2,0,0
Spain,30,1,103138.17,1,1,0
Germany,40,3,109628.44,1,0,0
France,54,5,0.0,1,0,1
Germany,33,7,97286.16,2,0,0
France,33,7,118004.26,1,0,0
Spain,32,9,85534.83,1,0,0
France,59,4,0.0,1,1,1
Spain,43,4,95140.44,2,0,1
France,31,6,0.0,1,1,1
France,25,3,0.0,2,1,0
Germany,54,1,75900.84,1,1,0
France,41,2,126619.27,1,0,0
France,44,7,111833.47,1,0,0
Spain,37,7,0.0,2,0,0
France,57,3,238387.56,1,1,1
France,32,2,108698.96,2,1,0
France,39,2,112687.69,1,1,0
Germany,48,4,81556.89,2,0,0
France,48,9,136596.85,1,1,0
Germany,43,9,98807.45,1,0,1
France,31,1,0.0,2,1,0
France,37,1,0.0,2,1,0
France,30,6,107499.7,1,1,0
Spain,23,8,0.0,2,0,0
France,30,9,0.0,2,0,0
France,28,8,0.0,2,1,0
France,41,1,176024.05,2,0,0
France,39,3,0.0,2,1,0
Germany,39,0,127631.62,1,1,1
Spain,19,9,0.0,1,0,0
Germany,26,10,109819.16,2,0,0
Spain,41,2,138734.94,1,0,0
Germany,25,10,111363.1,2,0,0
France,34,9,0.0,2,1,0
Germany,28,0,143988.0,2,0,1
France,34,5,118838.75,1,1,0
Spain,35,4,161637.75,1,1,0
France,44,3,133793.89,1,1,1
Germany,35,8,71553.83,1,0,0
France,62,8,0.0,1,1,0
France,40,3,0.0,2,0,0
France,38,7,0.0,2,1,0
France,62,10,64667.95,2,1,0
France,28,2,121164.11,1,1,0
Spain,50,3,0.0,2,0,0
Spain,72,3,98903.06,1,1,0
France,31,7,104158.84,1,0,0
France,54,6,0.0,2,1,0
Spain,63,3,139529.93,2,1,1
France,25,6,0.0,2,1,0
France,53,5,64646.7,1,0,1
France,71,3,0.0,2,1,1
France,40,6,0.0,2,1,0
France,35,1,118894.22,1,0,0
France,24,2,0.0,1,1,0
France,30,9,0.0,2,1,0
France,41,8,68213.99,1,1,0
Spain,31,1,0.0,2,0,0
Spain,47,8,139196.0,1,1,0
France,32,7,0.0,2,1,0
Germany,50,4,126345.55,1,1,1
Spain,40,5,0.0,2,1,0
France,38,2,0.0,1,0,1
France,43,3,0.0,2,0,0
France,18,4,0.0,2,1,0
France,34,5,129278.43,1,0,0
France,31,3,119558.35,1,0,0
Germany,41,5,92467.58,1,0,0
France,27,5,0.0,2,0,0
Spain,31,6,0.0,2,0,0
Spain,36,10,0.0,2,0,0
Spain,56,4,99340.83,1,0,1
Spain,24,3,0.0,2,1,0
Spain,28,4,126833.79,2,0,1
Germany,29,5,109676.52,1,1,0
France,29,3,0.0,1,1,0
Germany,53,6,134729.99,2,1,0
France,37,3,98431.37,1,0,0
Germany,33,8,130368.31,2,0,0
France,31,7,123974.96,1,0,0
France,63,4,138082.16,1,1,0
France,45,1,129855.32,1,0,0
France,40,6,132308.22,1,0,0
Germany,45,5,155447.65,2,0,1
Spain,35,2,124268.64,2,1,0
Germany,34,9,176311.36,1,0,0
France,40,2,99886.42,2,1,0
France,31,7,0.0,2,1,0
France,36,2,0.0,2,1,0
Germany,24,5,85089.3,1,1,0
Germany,41,10,134318.21,2,1,0
Germany,29,5,75395.53,2,1,0
Germany,33,5,116765.7,1,0,1
Spain,60,4,0.0,1,1,0
France,38,7,111501.66,1,1,0
Germany,48,7,76595.08,2,0,0
France,33,9,160541.36,2,0,0
Germany,38,2,129728.6,1,0,0
France,47,1,0.0,2,0,0
Spain,34,5,130929.02,4,1,1
Germany,74,2,116800.25,1,1,0
Germany,40,0,101016.53,1,1,1
France,67,5,0.0,2,1,0
France,33,8,190566.65,1,1,0
Spain,47,6,0.0,1,0,1
Germany,43,6,97067.69,1,1,1
France,37,4,92208.54,1,1,1
France,37,2,186347.97,2,0,0
Spain,55,2,103176.62,1,1,0
France,58,4,0.0,1,1,1
Germany,40,4,77270.08,2,1,1
Germany,37,3,111911.63,1,1,1
Germany,72,5,94216.05,1,1,0
Spain,45,7,0.0,2,1,0
Spain,26,3,0.0,2,0,0
France,49,6,106770.82,1,0,0
Germany,72,5,138089.97,2,1,0
Germany,39,9,133191.19,2,1,0
France,66,9,0.0,2,1,0
France,41,7,74135.85,1,1,1
Spain,41,6,99208.46,2,0,0
Germany,84,8,92242.34,1,1,0
Germany,25,7,108380.72,1,1,0
Spain,55,4,91893.32,1,0,1
France,32,7,85757.93,1,1,0
France,46,3,0.0,2,0,0
Germany,33,8,96759.42,1,1,0
France,30,6,0.0,2,1,0
France,29,6,0.0,2,1,0
France,22,5,0.0,1,0,0
France,71,4,0.0,2,1,0
France,33,2,132150.26,2,0,0
France,41,9,0.0,2,1,0
France,31,6,175443.75,1,0,1
France,31,3,78990.15,1,1,0
France,33,4,113743.37,1,0,0
France,26,5,157624.84,1,1,0
France,62,7,125163.62,2,1,0
France,23,2,0.0,1,0,0
France,60,9,0.0,1,1,0
Spain,29,7,80922.75,1,0,0
France,40,3,193354.86,2,0,0
Germany,40,9,107648.94,2,1,0
Germany,46,7,131769.04,1,0,1
Germany,36,1,138992.48,2,0,0
France,37,8,113899.92,1,0,0
Germany,26,6,114450.32,1,1,0
France,39,3,0.0,2,0,0
France,37,2,0.0,2,1,0
Spain,40,6,63609.92,1,0,1
France,38,9,0.0,2,0,0
France,42,10,75497.51,1,0,0
France,42,2,0.0,2,0,0
France,26,10,0.0,2,1,0
France,31,1,0.0,2,1,0
France,39,0,117704.73,1,0,0
Germany,35,1,130463.55,2,1,0
Spain,32,8,46161.18,1,1,0
Spain,42,5,0.0,2,0,0
Germany,43,4,110182.54,2,1,0
Spain,49,10,0.0,2,0,0
France,41,9,117221.15,1,0,0
France,35,4,0.0,2,0,0
Germany,43,9,79120.27,1,0,1
France,37,1,177069.24,2,1,0
France,36,3,61636.97,1,0,0
France,26,5,0.0,1,0,0
Germany,37,6,104414.03,1,0,0
France,66,4,159732.02,1,1,0
Germany,34,4,89437.03,1,1,0
France,41,8,0.0,1,1,0
France,32,3,0.0,1,0,0
France,30,3,0.0,2,1,0
France,36,7,142400.77,1,1,0
France,47,2,88011.4,1,1,1
France,36,2,0.0,2,1,0
Germany,30,8,154870.28,1,1,0
Spain,46,4,0.0,2,0,1
Spain,43,5,0.0,2,1,0
Germany,28,1,118402.25,2,0,0
France,37,9,87374.88,2,1,0
Germany,32,8,105397.8,1,0,1
Spain,31,5,125341.69,1,0,0
Germany,49,10,129164.88,1,1,0
France,40,3,141004.46,1,0,0
France,21,0,0.0,2,0,0
France,57,3,89079.41,1,1,1
Germany,40,9,103604.31,2,0,0
France,24,1,182705.05,1,1,0
France,29,8,0.0,2,1,0
France,33,6,94598.48,1,0,1
Spain,36,8,188241.05,2,0,1
France,37,9,0.0,2,0,0
France,40,10,0.0,2,1,0
Germany,39,5,117469.91,2,0,0
Spain,35,4,80790.74,1,0,0
France,62,1,107735.93,1,1,0
Germany,43,8,133379.41,1,0,1
Spain,37,7,168066.87,1,0,0
Germany,43,2,69014.49,2,0,0
France,28,4,0.0,1,0,0
Germany,42,1,98548.62,2,1,0
France,49,1,0.0,2,1,0
Spain,26,3,76554.06,1,1,0
France,36,2,0.0,2,1,0
France,27,3,107375.82,1,1,0
France,40,9,122417.17,2,1,0
France,42,0,0.0,1,1,1
Spain,33,6,97188.62,1,0,0
France,31,4,61297.05,2,1,0
Spain,30,1,112666.67,1,0,1
Spain,40,7,0.0,1,1,0
France,28,3,157842.07,1,0,0
France,46,7,91443.75,1,0,0
Germany,30,0,110148.49,1,0,1
Spain,34,9,53299.96,2,1,0
Spain,37,3,0.0,2,1,0
Spain,39,6,0.0,2,1,0
Germany,28,2,70233.74,2,1,0
France,33,3,0.0,1,0,1
Spain,25,10,75212.28,1,0,0
France,31,7,41299.03,1,1,0
Spain,35,3,83286.56,1,0,0
Spain,43,10,0.0,2,0,0
France,29,6,0.0,1,0,1
Germany,35,6,85668.59,1,0,0
France,45,7,57327.04,1,1,0
Spain,47,3,0.0,2,0,0
France,37,7,69609.85,1,1,0
Germany,46,4,129269.27,1,0,0
France,27,1,0.0,2,1,0
France,63,1,165350.61,2,0,1
France,41,7,152105.57,2,1,0
France,74,10,0.0,2,1,0
France,32,5,106290.64,1,0,0
Germany,30,10,100548.67,2,0,0
Germany,46,2,106344.95,1,0,1
France,35,5,137482.19,1,0,0
France,37,3,116465.53,1,1,0
France,45,1,0.0,1,1,0
Spain,45,10,0.0,2,1,0
France,36,9,127637.92,1,1,0
France,34,3,0.0,2,1,0
France,37,1,0.0,1,1,0
France,35,2,81951.74,2,0,0
France,42,5,147531.82,1,1,0
Spain,18,3,0.0,2,1,0
France,33,10,135120.72,1,0,0
Spain,32,2,0.0,1,0,0
Spain,37,8,0.0,2,1,0
France,34,7,0.0,2,1,0
Spain,18,1,0.0,2,0,0
France,39,5,0.0,2,0,0
Spain,41,5,28082.95,1,0,1
France,43,10,0.0,2,0,1
Spain,49,4,111087.5,1,1,0
France,38,9,0.0,2,1,0
France,35,6,127120.07,1,0,0
France,35,7,115651.6,2,1,0
Germany,31,4,77743.01,2,0,0
France,30,9,0.0,2,0,0
France,69,7,71996.09,1,1,0
France,28,5,61581.97,1,1,0
France,24,5,0.0,2,0,0
Spain,42,5,0.0,3,0,1
France,84,8,87873.39,1,0,1
Germany,37,0,105617.73,2,1,1
France,42,5,0.0,1,1,1
Germany,44,4,148770.61,2,1,0
Spain,37,5,94901.09,1,1,0
France,29,7,174851.9,1,1,0
France,59,7,0.0,2,1,0
Germany,43,2,120847.11,1,0,1
France,42,6,0.0,1,0,0
France,43,5,0.0,1,0,0
Spain,67,4,103267.8,1,1,0
Spain,34,4,109699.08,1,1,0
France,49,8,135133.39,1,1,1
Spain,33,1,0.0,1,0,0
France,32,8,137649.47,1,0,0
Spain,43,6,113567.94,1,0,0
Spain,35,6,0.0,2,0,1
Germany,37,5,141547.26,2,1,0
France,61,5,62055.17,3,0,1
Germany,51,4,131156.76,1,0,0
France,31,6,134837.58,1,0,0
France,39,3,0.0,2,0,0
Spain,40,4,104784.23,1,0,1
Spain,36,1,0.0,2,1,0
France,36,1,156948.41,1,1,1
France,60,6,147751.75,1,0,1
France,34,1,124619.33,2,1,0
France,41,4,124182.21,1,0,0
France,64,7,142028.36,1,0,1
France,44,8,0.0,1,0,1
Germany,31,10,125837.86,2,0,0
Germany,34,9,117160.32,1,1,1
Spain,61,8,0.0,2,1,0
France,51,5,97565.74,1,0,1
Spain,30,5,0.0,2,1,0
Spain,25,3,104833.79,1,0,0
Spain,31,2,101675.22,2,0,0
Spain,20,3,0.0,2,1,0
France,50,8,0.0,1,0,1
France,46,2,174701.05,1,0,1
Germany,36,6,71142.77,2,0,0
Germany,31,3,108805.42,2,1,0
France,68,4,0.0,2,1,0
France,32,4,0.0,1,1,0
France,66,9,116037.76,1,1,0
France,28,8,0.0,2,1,0
France,23,2,80673.96,2,0,0
Germany,39,1,124640.51,1,0,1
Germany,31,9,182275.23,2,0,0
Germany,41,5,98635.77,1,0,0
France,33,5,0.0,2,0,0
France,35,4,0.0,1,0,0
Spain,43,8,79757.21,1,0,1
Germany,28,8,53053.76,1,1,0
France,28,7,120911.75,2,1,0
France,55,4,115285.85,1,0,0
France,41,2,0.0,2,0,0
Spain,40,3,221532.8,1,0,0
France,51,4,105056.13,1,0,0
France,37,3,88363.03,1,1,0
France,29,2,123757.52,2,0,0
Spain,56,5,123959.97,1,1,1
Germany,62,10,114822.64,1,1,0
Germany,37,9,145219.3,1,0,0
Germany,32,5,106807.64,1,1,0
France,36,0,148159.71,1,0,0
Germany,40,1,99745.95,1,0,0
Germany,37,8,156282.79,1,0,0
France,41,7,0.0,2,0,0
France,57,6,0.0,2,1,1
France,50,6,0.0,1,0,1
Spain,77,2,0.0,1,1,0
France,47,7,121376.15,2,0,1
France,33,4,111582.11,1,0,0
Germany,34,10,129417.82,1,0,0
France,26,1,0.0,2,1,0
France,37,5,0.0,2,1,0
France,36,7,0.0,1,0,0
Germany,40,6,94607.08,1,0,0
France,56,1,131368.3,1,0,1
France,21,8,166883.07,2,1,0
Spain,37,3,0.0,2,0,0
Germany,25,6,172812.72,2,1,0
Germany,36,0,126606.63,2,1,0
France,46,9,134950.19,3,0,1
France,60,6,96956.1,1,0,1
Germany,29,4,107601.79,1,0,1
Germany,46,8,92060.06,1,0,1
France,33,0,0.0,2,0,0
France,41,4,0.0,2,1,0
France,36,9,137688.71,1,1,0
